0,0 0,410 2,71 136
1,0 0,819 2,78 130
2,0 1,14 3,06 131
3,0 1,72 3,43 134
4,0 2,57 4,78 130
5,0 4,01 6,78 120
6,0 4,68 8,34 106
7,0 6,60 11,7 100
8,0 9,51 15,4 69,8
9,0 12,6 23,0 47,5
10,0 12,3 28,1 18,3
11,0 14,2 38,2 0,812
12,0 15,2 37,7 0,003
